time,data
132.816,2551108
132.902,2551009
132.988,2551071
133.074,2551218
133.158,2551056
133.244,2551073
133.33,2551082
133.416,2551051
133.502,2551092
133.588,2550904
133.675,2550787
133.761,2551387
133.847,2551211
133.933,2550966
134.017,2551112
134.103,2551178
134.189,2550989
134.275,2551092
134.361,2551141
134.447,2551060
134.533,2551012
134.619,2550981
134.705,2550907
134.791,2551069
134.877,2550977
134.961,2550960
135.047,2551036
135.133,2551042
135.219,2551147
135.305,2551196
135.391,2551067
135.477,2551066
135.563,2551009
135.649,2550893
135.735,2550912
135.821,2550975
135.905,2550881
135.991,2550909
136.077,2550933
136.163,2550957
136.249,2550955
136.335,2550991
136.421,2550883
136.507,2550965
136.593,2551006
136.679,2550987
136.763,2551329
136.849,2557175
136.935,2561136
137.021,2554055
137.107,2585960
137.193,2630445
137.279,2580727
137.365,2545687
137.451,2518707
137.537,2492685
137.623,2504542
137.707,2518687
137.793,2482617
137.879,2461120
137.965,2488629
138.051,2497873
138.137,2473337
138.223,2473779
138.309,2499709
138.395,2497289
138.481,2476527
138.565,2496409
138.651,2516368
138.737,2501952
138.823,2475864
138.909,2514400
138.995,2558446
139.081,2564431
139.167,2553794
139.253,2550378
139.339,2551143
139.425,2550757
139.509,2551290
139.595,2550419
139.681,2551073
139.767,2550795
139.853,2551134
139.939,2550689
140.025,2550901
140.111,2550829
140.197,2550916
140.283,2550722
140.367,2550937
140.453,2550993
140.539,2550891
140.625,2550788
140.711,2550809
140.797,2551051
140.883,2550959
140.969,2550835
141.056,2550625
141.142,2550861
141.228,2550740
141.312,2550763
141.398,2550833
141.484,2550912
141.57,2550806
141.656,2550823
141.742,2550835
141.828,2550867
141.914,2550839
142,2550866
142.086,2550854
142.17,2550857
142.256,2550758
142.342,2550790
142.428,2550750
142.514,2550741
142.6,2550715
142.686,2550845
142.772,2550785
142.858,2550780
142.944,2550993
143.03,2550562
143.114,2550566
143.2,2550770
143.286,2550691
143.372,2550676
143.458,2550763
143.544,2550612
143.63,2550635
143.716,2550692
143.802,2550682
143.888,2550688
143.974,2550770
144.058,2550695
144.144,2550641
144.23,2550711
144.316,2550721
144.402,2550714
144.488,2550720
144.574,2550706
144.66,2550668
144.746,2550627
144.832,2550567
144.916,2550615
145.002,2550703
145.088,2550617
145.174,2550658
145.26,2550667
145.346,2550669
145.432,2550652
145.518,2550621
145.604,2550573
145.69,2550626
145.776,2550615
145.86,2550640
145.946,2550596
146.032,2550647
146.118,2550567
146.204,2550635
146.29,2550625
146.376,2550590
146.462,2550545
146.548,2550640
146.634,2550524
146.718,2550565
146.804,2550542
146.89,2550602
146.976,2550579
147.062,2550600
147.148,2550561
147.234,2550610
147.32,2550578
147.406,2550580
147.492,2550580
147.578,2550466
147.662,2550501
147.748,2550554
147.834,2550555
147.92,2550501
148.006,2550541
148.092,2550488
148.178,2550548
148.264,2550531
148.35,2550529
148.436,2550620
148.52,2550562
148.606,2550467
148.692,2550527
148.779,2550460
148.865,2550424
148.951,2550215
149.037,2550816
149.123,2550464
149.209,2550292
149.295,2550580
149.381,2550505
149.465,2550592
149.551,2550534
149.637,2550593
149.723,2550436
149.809,2550404
149.895,2550493
149.981,2550521
150.067,2550375
150.153,2550384
150.239,2550485
150.323,2550399
150.409,2550390
150.495,2550401
150.581,2550454
150.667,2550411
